article_id,expr_type,value,char_offset
1177.txt,"month, relative-interval", year,530
1177.txt,"month, relative-interval",year,744
1177.txt,"month, relative-interval",day,1173
1177.txt,"month, relative-interval", season ,1270
1177.txt,dayofweek, Friday ,1131
385.txt,month, January ,1610
385.txt,year,2004,734
385.txt,year,2005,759
385.txt,year,2006,1652
385.txt,"month, relative-interval", month ,574
385.txt,"month, relative-interval", year,1323
1611.txt,month, November ,1600
1611.txt,year,2005,491
1611.txt,year,2005,503
1611.txt,year,2005,734
1611.txt,"month, relative-interval", week ,552
1611.txt,"month, relative-interval", next year ,1062
1611.txt,"month, relative-interval", year,1430
1611.txt,"month, relative-interval",day ,1595
1611.txt,"month, relative-interval", day ,1688
1611.txt,day-month, 12 December,95
1611.txt,day-month, 9 November,1598
1611.txt,day-month, 9 November,1842
1605.txt,month, October ,732
1605.txt,month, may ,5031
1605.txt,year,2000,741
1605.txt,year, 1911,834
1605.txt,"month, relative-interval", month,874
1605.txt,"month, relative-interval", month,1449
1605.txt,"month, relative-interval",year,1491
1605.txt,"month, relative-interval", week ,2730
1605.txt,"month, relative-interval",day,3074
391.txt,month, may ,537
391.txt,month, February ,939
391.txt,"month, relative-interval", last year ,337
391.txt,"month, relative-interval", month ,977
391.txt,"month, relative-interval", few week,1045
391.txt,"month, relative-interval", last year,1275
391.txt,"month, relative-interval", week ,1309
391.txt,"month, relative-interval",day ,1337
391.txt,"month, relative-interval", day ,1483
391.txt,"month, relative-interval", week ,1925
391.txt,dayofweek, Sunday ,1689
391.txt,season, spring ,285
1163.txt,"month, relative-interval", week,1348
1188.txt,month, June ,17
1188.txt,year,2003,200
1188.txt,year,2004,305
1188.txt,year, 1995,2052
1188.txt,"month, relative-interval", season,137
1188.txt,"month, relative-interval", month,319
1188.txt,"month, relative-interval",year,396
1188.txt,"month, relative-interval", next season ,584
1188.txt,"month, relative-interval", season,777
1188.txt,"month, relative-interval", week ,797
1188.txt,"month, relative-interval", week ,809
1188.txt,"month, relative-interval", season ,1942
1188.txt,day-month, 4 June,474
408.txt,month, November ,1458
408.txt,year,2001,743
408.txt,year, 1999,869
408.txt,year, 1986,1541
408.txt,"month, relative-interval", day ,417
408.txt,"month, relative-interval",day,929
408.txt,"month, relative-interval", year,1226
408.txt,dayofweek, Monday ,500
420.txt,month, may ,471
420.txt,year, 1993,1142
420.txt,year, 1700,3190
420.txt,"month, relative-interval",day,140
420.txt,"month, relative-interval",year,670
420.txt,"month, relative-interval",year,2044
420.txt,"month, relative-interval", week,2771
420.txt,"month, relative-interval", year,2904
420.txt,"month, relative-interval", year,2984
420.txt,"month, relative-interval", year,3105
346.txt,month, July ,1382
346.txt,year,2005,254
346.txt,year, 1997,1268
346.txt,"month, relative-interval", year,781
352.txt,year,2003,417
352.txt,"month, relative-interval", week ,286
352.txt,"month, relative-interval", week,326
352.txt,"month, relative-interval", week,400
352.txt,day-month, 27 March,135
352.txt,day-month, 27 March,605
352.txt,season, autumn ,409
434.txt,month, February ,389
434.txt,month, June ,443
434.txt,month, June ,1029
434.txt,month, July ,1182
434.txt,month, February ,1344
434.txt,"month, relative-interval",day,215
434.txt,"month, relative-interval", last month ,293
434.txt,"month, relative-interval", day,567
434.txt,day-month, 14 June,219
434.txt,day-month, 22 February,386
434.txt,day-month, 21 June,1026
434.txt,day-month, 29 June,1102
434.txt,day-month, 1 July,1180
434.txt,day-month, 1 April,1588
434.txt,season, summer ,946
353.txt,month, may ,501
353.txt,month, July ,1071
353.txt,month, September ,1079
353.txt,year,2004,28
353.txt,year,2004,70
353.txt,year,2000,103
353.txt,year,2005,369
353.txt,year,2003,1235
353.txt,"month, relative-interval", year ,583
435.txt,month, March ,249
435.txt,month, September ,1221
435.txt,year,2004,1232
435.txt,day-month, 12 March,246
421.txt,"month, relative-interval",day,392
421.txt,"month, relative-interval",day ,757
421.txt,"month, relative-interval", month,1209
421.txt,"month, relative-interval", day,1527
421.txt,dayofweek, Sunday ,1747
347.txt,year,2006,195
347.txt,"month, relative-interval", last year ,830
347.txt,"month, relative-interval", today ,1067
409.txt,month, June ,794
409.txt,year,2007,459
409.txt,year,2004,800
409.txt,"month, relative-interval", year,359
409.txt,"month, relative-interval", year,547
409.txt,"month, relative-interval", year ,899
1189.txt,"month, relative-interval",day,178
1189.txt,"month, relative-interval", week,225
1189.txt,"month, relative-interval", week,1369
1189.txt,"month, relative-interval",day ,1640
1189.txt,"month, relative-interval",afternoon,1644
1189.txt,"month, relative-interval", week,2591
1189.txt,day-month, 29 January,2633
1189.txt,season, autumn ,833
390.txt,year, 1985,1919
390.txt,year, 1992,1927
390.txt,"month, relative-interval", week,836
390.txt,"month, relative-interval",day ,1774
1604.txt,"month, relative-interval", today,1182
1604.txt,"month, relative-interval", last month,1934
1604.txt,dayofweek, Monday ,1810
1162.txt,month, August ,236
1162.txt,year,2006,642
1162.txt,"month, relative-interval", next season ,104
1162.txt,"month, relative-interval",year,182
1162.txt,"month, relative-interval", month,418
1162.txt,"month, relative-interval", year,713
1176.txt,year, 1993,1058
1176.txt,year, 1999,1350
1176.txt,"month, relative-interval", minute,282
1176.txt,"month, relative-interval", hour,519
1176.txt,"month, relative-interval", minute,577
1176.txt,"month, relative-interval", year,1423
1176.txt,"month, relative-interval", week ,1802
1176.txt,"month, relative-interval",year,2099
1176.txt,"month, relative-interval", next week,2394
1176.txt,"month, relative-interval", year,2410
1176.txt,"month, relative-interval", next week,2503
1176.txt,season, fall ,478
1610.txt,month, May ,427
1610.txt,month, May ,930
1610.txt,year,2004,935
1610.txt,"month, relative-interval", year,219
1610.txt,"month, relative-interval", week,1366
384.txt,year,2005,1569
384.txt,year,2005,2258
384.txt,year,2005,3628
384.txt,"month, relative-interval", year,968
384.txt,"month, relative-interval", year ,2434
384.txt,"month, relative-interval", day,2743
384.txt,"month, relative-interval", Today ,3211
384.txt,"month, relative-interval", year,3284
384.txt,"month, relative-interval", year ,3306
384.txt,"month, relative-interval", year,3325
384.txt,"month, relative-interval", year ,3957
384.txt,dayofweek, Friday ,3775
637.txt,month, January ,2016
637.txt,month, November ,2033
637.txt,year, 1984,388
637.txt,year, 1985,1231
637.txt,year, 1985,2024
637.txt,year,2004,2043
637.txt,"month, relative-interval", year,206
637.txt,"month, relative-interval", week ,428
637.txt,"month, relative-interval", week,1498
637.txt,"month, relative-interval", year,1894
151.txt,month, may ,255
151.txt,year,2004,28
151.txt,year,2004,66
151.txt,year,2004,482
151.txt,year,2004,1028
151.txt,year, 1989,1448
151.txt,year,2003,1458
151.txt,year,2003,1728
151.txt,year,2004,1778
151.txt,"month, relative-interval", year ,88
151.txt,"month, relative-interval",year ,242
151.txt,"month, relative-interval", year ,501
151.txt,"month, relative-interval",day ,1349
151.txt,"month, relative-interval", year,1503
145.txt,year,2008,318
145.txt,year, 1970,723
145.txt,year,2003,1628
145.txt,"month, relative-interval", year,117
145.txt,"month, relative-interval", year ,291
145.txt,"month, relative-interval", year ,715
145.txt,"month, relative-interval", last year,1136
145.txt,season, fall ,672
623.txt,year,2003,1474
623.txt,"month, relative-interval", year,1119
623.txt,"month, relative-interval",year,1522
93.txt,month, may ,253
93.txt,month, may ,462
93.txt,month, December ,708
93.txt,month, may ,1514
93.txt,"month, relative-interval",day,426
93.txt,"month, relative-interval",day,1118
93.txt,"month, relative-interval", week,1527
179.txt,"month, relative-interval",day,956
87.txt,"month, relative-interval", year ,108
87.txt,"month, relative-interval",day ,126
87.txt,"month, relative-interval",day ,436
1360.txt,"month, relative-interval", season,223
1360.txt,"month, relative-interval",day,399
1360.txt,"month, relative-interval", minute,554
1360.txt,"month, relative-interval",day,859
1406.txt,"month, relative-interval", week ,125
1406.txt,"month, relative-interval", season,159
1406.txt,"month, relative-interval",day,192
1406.txt,"month, relative-interval",day,279
1406.txt,"month, relative-interval",year,547
1406.txt,"month, relative-interval", week,1258
1406.txt,"month, relative-interval",year,2091
1406.txt,season, summer ,585
192.txt,year,2004,1260
192.txt,"month, relative-interval", day ,249
192.txt,"month, relative-interval",day,321
192.txt,"month, relative-interval",day ,360
192.txt,"month, relative-interval",year ,696
192.txt,"month, relative-interval", month,1307
192.txt,dayofweek, Monday ,1063
186.txt,month, December ,215
186.txt,month, may ,1316
186.txt,year,2004,559
186.txt,year,2003,818
186.txt,year,2005,1180
186.txt,year,2004,1253
186.txt,year,2004,1339
186.txt,year, 1405,1856
186.txt,"month, relative-interval", year ,204
186.txt,"month, relative-interval", month,700
186.txt,"month, relative-interval", year ,1093
186.txt,"month, relative-interval", year ,1311
186.txt,day-month, 31 December,212
186.txt,season, fall ,1107
1412.txt,month, April ,97
1412.txt,year, 1998,872
1412.txt,"month, relative-interval",season ,858
1412.txt,day-month, 3 April,95
838.txt,"month, relative-interval",day ,465
838.txt,"month, relative-interval", last year ,570
838.txt,"month, relative-interval",day,663
838.txt,"month, relative-interval",day,953
78.txt,month, June ,95
78.txt,month, September ,1039
78.txt,"month, relative-interval",day,177
78.txt,"month, relative-interval",year ,855
78.txt,"month, relative-interval", month,1131
78.txt,"month, relative-interval", month ,1282
810.txt,month, may ,1545
810.txt,month, April ,1690
810.txt,year,2005,1697
810.txt,"month, relative-interval", last week,222
810.txt,"month, relative-interval", year,1456
50.txt,month, December ,443
50.txt,month, may ,1217
50.txt,month, may ,1452
50.txt,year,2004,28
50.txt,year,2004,118
50.txt,year,2003,252
50.txt,year,2004,1489
50.txt,year,2005,1850
50.txt,"month, relative-interval", last year ,203
50.txt,"month, relative-interval", month,392
50.txt,"month, relative-interval", last year ,581
50.txt,"month, relative-interval", last year,1791
2.txt,year,2004,262
2.txt,year,2004,378
2.txt,year,2005,503
2.txt,year,2005,624
2.txt,year,2004,1058
2.txt,year,2004,1134
2.txt,year,2003,1274
2.txt,"month, relative-interval", year ,310
2.txt,"month, relative-interval", year ,423
2.txt,"month, relative-interval",day ,786
2.txt,"month, relative-interval", year,1228
2.txt,season, fall ,390
804.txt,month, may ,458
804.txt,month, November ,1939
804.txt,month, June ,2116
804.txt,year,2005,91
804.txt,year,2003,1949
804.txt,year,2004,2122
804.txt,"month, relative-interval", week ,103
804.txt,"month, relative-interval",day,799
804.txt,"month, relative-interval", week ,944
804.txt,"month, relative-interval",day,1353
804.txt,"month, relative-interval",day,1754
44.txt,year,2015,990
44.txt,"month, relative-interval",day ,88
44.txt,"month, relative-interval", week ,534
1348.txt,"month, relative-interval", day ,154
1348.txt,"month, relative-interval", minute ,1002
1348.txt,"month, relative-interval", minute ,1096
1348.txt,"month, relative-interval", minute ,1654
1348.txt,"month, relative-interval", minute ,1946
1348.txt,"month, relative-interval", minute ,2382
1348.txt,"month, relative-interval", minute ,2504
1348.txt,"month, relative-interval", week ,2560
1348.txt,"month, relative-interval", minute,2677
1348.txt,"month, relative-interval", minute ,2884
1348.txt,"month, relative-interval", minute,3056
1348.txt,"month, relative-interval", minute,3126
743.txt,month, may ,460
743.txt,month, July ,2260
743.txt,month, November ,2890
743.txt,month, may ,3775
743.txt,year, 1999,3157
743.txt,"month, relative-interval",day,128
743.txt,"month, relative-interval", year,331
743.txt,"month, relative-interval", last year,520
743.txt,"month, relative-interval", week ,829
743.txt,"month, relative-interval", day,846
743.txt,"month, relative-interval",day ,918
743.txt,"month, relative-interval", last year ,2622
743.txt,"month, relative-interval", year,2874
743.txt,"month, relative-interval", year,3026
743.txt,month-year, January 25 ,2766
757.txt,"month, relative-interval",day,287
757.txt,"month, relative-interval", next year,578
757.txt,"month, relative-interval", year,661
1599.txt,year,2005,510
1599.txt,year,2005,926
1599.txt,year,2006,3611
1599.txt,"month, relative-interval", month,238
